Codigo_Accidente;Formulario;Longitud;Latitud;Direccion;Fecha_Acc;AA_Acc;MM_Acc;DD_Mes_Acc;Dia_Semana_Acc;Hora_Acc;Min_Acc;Localidad;Clase_Acc;Elemento_Choque;Tipo_Objeto_Fijo;Gravedad_Indicador_Tradicional;Gravedad_indicador_30d;Con_Bicicleta;Con_Carga;Con_Embriaguez;Con_Huecos;Con_Menores;Con_Moto;Con_Peaton;Con_Persona_Mayor;Con_Rutas;Con_Tpi;Con_Tpp;Con_Velocidad;Con_Sitp;Con_Troncal;Con_Alimentador;Con_Zonal;Con_Provisional;Con_Articulado;Con_Biarticulado;Con_Padron_Dual;
10597298;A001613969;-74,12649603;4,74224602;CL 134 - KR 156 A 02;14/10/2023;2023;Octubre;14;sábado;21;32;SUBA;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10597299;A001613950;-74,07313374;4,606443135;CL 19 - KR 9  02;17/10/2023;2023;Octubre;17;martes;12;30;SANTA FE;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10597323;A001613823;-74,12671248;4,593611075;KR 45 A S- CL 50  02;17/10/2023;2023;Octubre;17;martes;18;32;ANTONIO NARIÑO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10597834;A001613476;-74,06900704;4,681725904;CL 92 A - KR 60 B BIS 02;26/10/2023;2023;Octubre;26;jueves;13;2;BARRIOS UNIDOS;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;SI;SI;;;;;;;;;;;;;;;
10597852;A001576374;-74,07706017;4,609482158;CL 19 - KR 15  02;02/11/2023;2023;Noviembre;2;jueves;8;10;LOS MARTIRES;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;SI;;SI;;;SI;;;;;
10597860;A001604446;-74,14233713;4,58050217;CL 56 A S- KR 33  02;03/11/2023;2023;Noviembre;3;viernes;11;30;TUNJUELITO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10598051;A001604527;-74,09457119;4,701593788;DG 82 - KR 79  02;06/11/2023;2023;Noviembre;6;lunes;18;50;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10598075;A001604264;-74,06237509;4,62915281;KR 1 - CL 42  02;07/11/2023;2023;Noviembre;7;martes;8;20;CHAPINERO;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;SI;;;;;;;;;;;;;
10598556;A001604968;-74,07586006;4,607229752;KR 13 - CL 18  02;19/11/2023;2023;Noviembre;19;domingo;17;44;SANTA FE;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10595526;A001573651;-74,0548679;4,656163982;KR 7 - CL 73  02;01/09/2023;2023;Septiembre;1;viernes;9;37;CHAPINERO;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;;;;SI;;SI;;;SI;;;;;
10595532;A001575950;-74,01226638;4,758222627;KR 1 E- CL 185  02;01/09/2023;2023;Septiembre;1;viernes;13;30;USAQUEN;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;SI;;;SI;;SI;;;SI;;;;;
10595539;A001576019;-74,07952696;4,634671828;KR 30 - CL 45  02;03/09/2023;2023;Septiembre;3;domingo;1;27;TEUSAQUILLO;Choque;Objeto Fijo;Barandas;Con Muertos;Con Muertos;;;;;;SI;;;;;;;;;;;;;;;
10595543;A001572234;-74,09598617;4,696872684;CL 77 A - KR 77 B BIS 02;01/09/2023;2023;Septiembre;1;viernes;6;40;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;SI;;;;;;;;;
10595577;A001576093;-74,08132521;4,701368995;KR 72 - CL 116  02;03/09/2023;2023;Septiembre;3;domingo;18;10;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10595693;A001575868;-74,16002122;4,608702277;DG 44 S- KR 74  02;08/09/2023;2023;Septiembre;8;viernes;6;43;KENNEDY;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;;;SI;;;SI;;SI;;;SI;;;;;
10595694;A001571804;-74,13590816;4,659446857;KR 86 - CL 17  02;06/09/2023;2023;Septiembre;6;miércoles;7;31;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;SI;;;;;;;;;;;
10595987;A001576131;-74,09299786;4,574332421;CL 22 S- KR 8  02;14/09/2023;2023;Septiembre;14;jueves;19;12;SAN CRISTOBAL;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;SI;;;;;;;;;;;;;
10596530;A001575991;-74,10240469;4,569830669;CL 31 S- KR 10 D 02;28/09/2023;2023;Septiembre;28;jueves;9;9;RAFAEL URIBE URIBE;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;SI;;;;;;;;;;;;;
10596776;A001575953;-74,16326162;4,616222595;CL 43 S- KR 78 I 02;04/10/2023;2023;Octubre;4;miércoles;23;41;KENNEDY;Choque;Objeto Fijo;Otro;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10596859;A001574693;-74,12484464;4,684502178;CL 26 - KR 96  02;06/10/2023;2023;Octubre;6;viernes;19;50;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10596862;A001574359;-74,13203505;4,705410838;KR 111 C - CL 67  02;05/10/2023;2023;Octubre;5;jueves;9;30;ENGATIVA;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;SI;;;;;;;;;;;;;
10596863;A001574914;-74,09948844;4,58550486;KR 17 - CL 16 S 02;07/10/2023;2023;Octubre;7;sábado;10;11;PUENTE ARANDA;Choque;Vehículo;;Solo Daños;Solo Daños;;;SI;;;;;SI;;;;;;;;;;;;;
10596873;A001572118;-74,1059816;4,590984785;KR 26 - CL 17 S 02;06/10/2023;2023;Octubre;6;viernes;11;13;ANTONIO NARIÑO;Atropello;;;Con Heridos;Con Heridos;;;;;SI;;SI;;;;;;;;;;;;;;
10596879;A001575876;-74,09647189;4,587657903;KR 16 - CL 10 A BIS S 02;05/10/2023;2023;Octubre;5;jueves;12;10;ANTONIO NARIÑO;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;;;;;;;;;;;
10596890;A001574535;-74,11936641;4,714127852;CL 78 - KR 108 B 02;06/10/2023;2023;Octubre;6;viernes;10;12;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;;;;;;;;;;;;
10596904;A001574266;-74,19065328;4,624826251;CL 59 C S- KR 87 K 02;06/10/2023;2023;Octubre;6;viernes;12;20;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10597383;A001613660;-74,02499374;4,730438995;CL 155 BIS - KR 7 A 02;20/10/2023;2023;Octubre;20;viernes;8;40;USAQUEN;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10597385;A001613752;-74,04877929;4,70548034;KR 19 - CL 127  02;20/10/2023;2023;Octubre;20;viernes;11;16;USAQUEN;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;SI;;;;;;;;;;;;;
10597388;A001613776;-74,13465664;4,57893605;KR 25 S- CL 85 C 02;21/10/2023;2023;Octubre;21;sábado;5;36;TUNJUELITO;Choque;Objeto Fijo;Poste;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10597392;A001613642;-74,16333764;4,576106666;CL 70 S- TV 50  02;23/10/2023;2023;Octubre;23;lunes;3;55;CIUDAD BOLIVAR;Choque;Objeto Fijo;Poste;Solo Daños;Solo Daños;;;;;;;;;;;SI;;SI;;;SI;;;;;
10597410;A001574958;-74,07929065;4,635140383;KR 30 - CL 45 A 02;20/10/2023;2023;Octubre;20;viernes;17;15;TEUSAQUILLO;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;SI;;;SI;;SI;;;SI;;;;;
10597411;A001573870;-74,16258005;4,615194931;AV AVENIDA CIUDAD DE VILLAVICENCIO - AV AVENIDA PRIMERO DE MAYO  02;23/10/2023;2023;Octubre;23;lunes;22;40;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10597453;A001613564;-74,06681982;4,605544824;KR 3 - CL 22  02;23/10/2023;2023;Octubre;23;lunes;21;54;SANTA FE;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10597503;A001574222;-74,16027429;4,550388687;CL 71 I S- KR 27 C 02;23/10/2023;2023;Octubre;23;lunes;10;41;CIUDAD BOLIVAR;Atropello;;;Con Heridos;Con Heridos;SI;;;;SI;;SI;;;;;;;;;;;;;;
10597528;A001613688;-74,10568884;4,676305913;CL 63 - KR 73 A 02;22/10/2023;2023;Octubre;22;domingo;22;30;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10597791;A001575182;-74,10935355;4,506703245;KR 8 A - CL 84 S 02;30/10/2023;2023;Octubre;30;lunes;15;35;USME;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;SI;;;;;;;;;;;;;
10597789;A001604328;-74,06808404;4,670751302;KR 29 - CL 78  02;31/10/2023;2023;Octubre;31;martes;21;44;BARRIOS UNIDOS;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10597793;A001604401;-74,16404212;4,573077119;KR 47 B - CL 73 B 02;31/10/2023;2023;Octubre;31;martes;8;10;CIUDAD BOLIVAR;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;SI;;SI;;;SI;;;;;
10597797;A001574600;-74,09416092;4,709696199;CL 90 - KR 85 A 02;31/10/2023;2023;Octubre;31;martes;7;20;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10597798;A001604332;-74,06662134;4,589947171;CL 9 - TV 7 E 02;29/10/2023;2023;Octubre;29;domingo;12;15;SANTA FE;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;SI;SI;;SI;;;;;;;;;;;;;
10597812;A001604207;-74,11288065;4,578510578;KR 19 - CL 31 C S 02;31/10/2023;2023;Octubre;31;martes;18;30;RAFAEL URIBE URIBE;Atropello;;;Con Heridos;Con Heridos;;;;;SI;SI;SI;SI;;;;;;;;;;;;;
10597818;A001604353;-74,13554875;4,614071017;AC 26 S- KR 69 B S 02;31/10/2023;2023;Octubre;31;martes;16;40;KENNEDY;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10597819;A001613433;-74,07336617;4,611921791;KR 13 A - CL 24  02;01/11/2023;2023;Noviembre;1;miércoles;20;30;SANTA FE;Atropello;;;Con Heridos;Con Heridos;;;;;SI;SI;SI;;;;;;;;;;;;;;
10597820;A001604324;-74,15060034;4,595649472;CL 45 A S- KR 62  02;01/11/2023;2023;Noviembre;1;miércoles;10;28;TUNJUELITO;Choque;Vehículo;;Con Muertos;Con Muertos;;SI;;;;SI;;;;;;;;;;;;;;;
10597828;A001604336;-74,1131128;4,593990504;KR 30 - CL 27 S 02;31/10/2023;2023;Octubre;31;martes;8;10;ANTONIO NARIÑO;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;;;;SI;;SI;;;SI;;;;;
10597855;A001604416;-74,08531627;4,606040012;KR 19 - CL 12  02;02/11/2023;2023;Noviembre;2;jueves;19;40;LOS MARTIRES;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10597864;A001604481;-74,12559076;4,727742526;CL 80 - KR 120  02;01/11/2023;2023;Noviembre;1;miércoles;15;40;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10597866;A001604519;-74,09264241;4,68520277;CL 72 - KR 70 D 02;02/11/2023;2023;Noviembre;2;jueves;22;14;ENGATIVA;Atropello;;;Con Muertos;Con Muertos;;;;;;SI;SI;;;;;;;;;;;;;;
10600104;A001606636;-74,1314396;4,610921309;CL 26 S- KR 68 F 02;29/12/2023;2023;Diciembre;29;viernes;11;44;KENNEDY;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;SI;;;;;;;;;;;;;
10600110;A001606587;-74,1854955;4,627073246;CL 55 S- KR 87 J 23;28/12/2023;2023;Diciembre;28;jueves;17;25;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;SI;;;;;;;;;;;;;;;;
10600114;A001606629;-74,16289655;4,634498763;KR 86 - CL 38 S 02;28/12/2023;2023;Diciembre;28;jueves;6;50;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;SI;;;;SI;;;;;;;;;;;;;;;
10600117;A001604661;-74,05160097;4,722331792;CL 137 - KR 45  02;28/12/2023;2023;Diciembre;28;jueves;15;20;USAQUEN;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10600121;A001606524;-74,18788803;4,623032289;CL 59 S- KR 87 C 02;29/12/2023;2023;Diciembre;29;viernes;7;0;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;SI;;;;;;;;;;;;;
10600126;A001606580;-74,0926334;4,578263413;CL 17 S- KR 10  02;30/12/2023;2023;Diciembre;30;sábado;19;45;SAN CRISTOBAL;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;SI;;;SI;;SI;;;SI;;;;;
10600132;A001606682;-74,13759453;4,634687531;AK 72 - CL 7 B 02;30/12/2023;2023;Diciembre;30;sábado;5;5;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10600134;A001606572;-74,02137113;4,761010524;KR 1 E- CL 185  02;28/12/2023;2023;Diciembre;28;jueves;23;40;USAQUEN;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;SI;;;;;;SI;;SI;;;SI;;;;;
10600146;A001605892;-74,11485282;4,634595007;CL 13 - KR 65  02;30/12/2023;2023;Diciembre;30;sábado;18;40;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10600154;A001606240;-74,06410543;4,748843129;CL 165 - KR 65  02;30/12/2023;2023;Diciembre;30;sábado;21;29;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10600159;A001606709;-74,18253569;4,598473253;KR 77 I BIS - CL 65 B S 02;31/12/2023;2023;Diciembre;31;domingo;8;10;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10600167;A001606422;-74,18929753;4,616827109;KR 84 A - CL 64 S 02;23/12/2023;2023;Diciembre;23;sábado;21;9;BOSA;Atropello;;;Con Muertos;Con Muertos;;;;;;;SI;SI;;;;;;;;;;;;;
10600177;A001605489;-74,0353897;4,823185964;KR 45 - CL 246  02;25/12/2023;2023;Diciembre;25;lunes;19;50;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10600184;A001606186;-74,13544414;4,614145577;KR 69 B - CL 26 S 02;31/12/2023;2023;Diciembre;31;domingo;8;5;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;SI;;;;;;;;;;;
10594468;A001575053;-74,1871287;4,614584817;CL 62 S- KR 82 A 02;07/08/2023;2023;Agosto;7;lunes;22;30;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10595115;A001520017;-74,04377984;4,675873181;CL 94 - KR 9  02;23/08/2023;2023;Agosto;23;miércoles;7;33;CHAPINERO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10595118;A001575425;-74,08465383;4,597104381;CL 6 - KR 14  02;22/08/2023;2023;Agosto;22;martes;22;39;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;SI;;;;;;;;;;;
10595120;A001575033;-74,10218743;4,623270229;KR 43 - CL 13  02;24/08/2023;2023;Agosto;24;jueves;19;50;PUENTE ARANDA;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10595124;A001575531;-74,1399856;4,605209208;CL 36 S- TV 68 J 02;24/08/2023;2023;Agosto;24;jueves;0;0;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10595126;A001575130;-74,03716833;4,809469549;AU NORTE - CL 235  02;23/08/2023;2023;Agosto;23;miércoles;23;0;USAQUEN;Choque;Objeto Fijo;Poste;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10595129;A001574075;-74,16157349;4,616538425;CL 42 C - KR 78 H 02;23/08/2023;2023;Agosto;23;miércoles;20;40;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;SI;;SI;;;SI;;;;;
10595138;A001573740;-74,14182317;4,54982756;KR 17 M - DG 69 S 02;23/08/2023;2023;Agosto;23;miércoles;11;32;CIUDAD BOLIVAR;Atropello;;;Con Heridos;Con Heridos;;;;;SI;;SI;;;SI;;;;;;;;;;;
10595139;A001575547;-74,147092;4,674255211;CL 17 - KR 103 A 02;24/08/2023;2023;Agosto;24;jueves;2;30;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10595153;A001573464;-74,03477408;4,82034281;AU NORTE - CL 245  02;23/08/2023;2023;Agosto;23;miércoles;7;30;USAQUEN;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10595154;A001573868;-74,13426665;4,568590079;KR 19 C - CL 55 S 02;27/08/2023;2023;Agosto;27;domingo;6;41;TUNJUELITO;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10595157;A001575007;-74,10881678;4,669582677;AV AVENIDA BOYACA - CL 51  02;24/08/2023;2023;Agosto;24;jueves;9;15;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;SI;;;SI;;;;;SI;;;;;;;;;;;
10595158;A001573357;-74,08744065;4,617436668;CL 19 - KR 29  02;27/08/2023;2023;Agosto;27;domingo;13;40;LOS MARTIRES;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;SI;;;;;;;;;;;;;;;
10595163;A001575759;-74,13425592;4,568579385;KR 19 C - CL 55 S 02;27/08/2023;2023;Agosto;27;domingo;9;20;TUNJUELITO;Choque;Vehículo;;Solo Daños;Solo Daños;;;SI;;;;;SI;;SI;;;;;;;;;;;
10595177;A001571824;-74,09243176;4,604015149;KR 24 - CL 7  02;25/08/2023;2023;Agosto;25;viernes;7;50;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10595178;A001575364;-74,07444266;4,670706895;CL 74 - KR 53  02;25/08/2023;2023;Agosto;25;viernes;22;0;BARRIOS UNIDOS;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10595184;A001575447;-74,11793602;4,578379717;CL 36 S- KR 21 A 02;23/08/2023;2023;Agosto;23;miércoles;13;0;RAFAEL URIBE URIBE;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10595245;A001575142;-74,18084589;4,636752469;CL 49 S- KR 91 D 02;31/08/2023;2023;Agosto;31;jueves;23;40;BOSA;Volcamiento;;;Con Muertos;Con Muertos;;SI;;;;SI;;;;;;;;;;;;;;;
10594178;A001573411;-74,08942031;4,723717999;KR 91 - CL 129  02;29/07/2023;2023;Julio;29;sábado;0;5;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;;;SI;;;SI;;;;;;;;;;;;;;;
10594185;A001573615;-74,11633877;4,538269831;CL 57 S- KR 3 G 02;30/07/2023;2023;Julio;30;domingo;16;41;USME;Atropello;;;Con Heridos;Con Heridos;;;;;SI;SI;SI;;;;;;;;;;;;;;
10594186;A001572676;-74,10956274;4,658076263;KR 69 B - CL 25  02;31/07/2023;2023;Julio;31;lunes;14;21;FONTIBON;Otro;;;Con Heridos;Con Heridos;;;;;;;;;;SI;;;;;;;;;;;
10594187;A001573846;-74,10604268;4,620804828;AC 6 - KR 44  02;31/07/2023;2023;Julio;31;lunes;6;37;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;SI;;SI;;;SI;;;;;
10594212;A001573994;-74,13554338;4,665242645;CL 19 A - KR 89  02;30/07/2023;2023;Julio;30;domingo;7;0;FONTIBON;Choque;Objeto Fijo;Barandas;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10586713;A001519562;-74,14086099;4,577349023;CL 56 A S- KR 27  02;26/01/2023;2023;Enero;26;jueves;9;51;TUNJUELITO;Volcamiento;;;Con Heridos;Con Heridos;;;;;;;;;;SI;;;;;;;;;;;
10586714;A001519936;-74,133345;4,61515508;KR 69 B - CL 24 S 02;26/01/2023;2023;Enero;26;jueves;20;40;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10586716;A001519974;-74,11840943;4,541462341;CL 56 S- KR 4 L 02;25/01/2023;2023;Enero;25;miércoles;12;54;USME;Atropello;;;Con Heridos;Con Heridos;;;;;SI;SI;SI;;;;;;;;;;;;;;
10587057;A001519720;-74,08687934;4,60980353;AC 13 - KR 22  02;03/02/2023;2023;Febrero;3;viernes;20;20;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10587058;A001519727;-74,02683882;4,738092233;CL 162 - KR 8  02;04/02/2023;2023;Febrero;4;sábado;0;30;USAQUEN;Choque;Objeto Fijo;Poste;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10587061;A001519450;-74,03589989;4,817493369;KR 45 - CL 242  02;04/02/2023;2023;Febrero;4;sábado;3;28;USAQUEN;Choque;;;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10587069;A001518860;-74,17543476;4,626389473;KR 86 - CL 49  02;02/02/2023;2023;Febrero;2;jueves;8;43;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;SI;;SI;;;SI;;;;;
10587072;A001519275;-74,15224068;4,631970482;KR 79 C - CL 2  02;03/02/2023;2023;Febrero;3;viernes;10;20;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10587073;A001519859;-74,15754823;4,652902479;KR 92 - CL 7  02;03/02/2023;2023;Febrero;3;viernes;9;50;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;SI;;SI;;;SI;;;;;
10587079;A001566765;-74,12643251;4,606381245;AV AVENIDA PRIMERO DE MAYO - CL 52 A 02;02/02/2023;2023;Febrero;2;jueves;22;20;PUENTE ARANDA;Choque;Objeto Fijo;Inmueble;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10587080;A001520151;-74,16371731;4,690179926;CL 17 - KR 128  02;03/02/2023;2023;Febrero;3;viernes;7;30;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10587086;A001516480;-74,08929129;4,726163202;KR 91 - CL 130  02;03/02/2023;2023;Febrero;3;viernes;6;10;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10587274;A001519814;-74,10592584;4,695908933;AV AVENIDA CIUDAD DE CALI - CL 72  02;10/02/2023;2023;Febrero;10;viernes;12;20;ENGATIVA;Choque;Vehículo;;Con Muertos;Con Muertos;;SI;;;SI;SI;;SI;;;;;;;;;;;;;
10587278;A001566961;-74,0810409;4,595230199;KR 10 - CL 6  02;10/02/2023;2023;Febrero;10;viernes;23;56;SANTA FE;Choque;Objeto Fijo;Barandas;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10587282;A001567046;-74,13785855;4,595179852;AU SUR - KR 68  02;08/02/2023;2023;Febrero;8;miércoles;22;30;TUNJUELITO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10587283;A001519831;-74,15490553;4,641789472;KR 86 - CL 6  02;10/02/2023;2023;Febrero;10;viernes;5;50;KENNEDY;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10587287;A001518822;-74,06241217;4,641229007;KR 7 - CL 55  02;08/02/2023;2023;Febrero;8;miércoles;15;50;CHAPINERO;Atropello;;;Con Heridos;Con Heridos;;;;;SI;SI;SI;;;;;;;;;;;;;;
10587355;A001567120;-74,06509785;4,689135908;AV AVENIDA TRANSVERSAL DE SUBA - CL 100  02;09/02/2023;2023;Febrero;9;jueves;6;40;BARRIOS UNIDOS;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10587629;A001518943;-74,0650796;4,640243236;CL 53 - KR 13  02;15/02/2023;2023;Febrero;15;miércoles;19;9;CHAPINERO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10587640;A001567078;-74,16259078;4,611592365;KR 78 - CL 45 S 02;15/02/2023;2023;Febrero;15;miércoles;6;0;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;SI;;SI;;;SI;;;;;
10587661;A001520043;-74,07548872;4,626601379;CL 24 - KR 37  02;16/02/2023;2023;Febrero;16;jueves;13;30;TEUSAQUILLO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;;;;;;;;;;;;
10587767;A001520084;-74,03745204;4,681604274;KR 7 - CL 102  02;18/02/2023;2023;Febrero;18;sábado;18;9;USAQUEN;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;SI;;;;;;;;;;;;;
10587836;A001567535;-74,12554028;4,709809127;KR 110 - CL 71 B 02;20/02/2023;2023;Febrero;20;lunes;16;4;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10587837;A001567538;-74,08793933;4,633359191;AC 26 - KR 39  02;19/02/2023;2023;Febrero;19;domingo;16;40;TEUSAQUILLO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;;;SI;;;;;;;;;;;
10588191;A001519685;-74,11520688;4,671311061;CL 26 - KR 77 C 02;28/02/2023;2023;Febrero;28;martes;21;10;FONTIBON;Volcamiento;;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10588260;A001519844;-74,15080707;4,679128132;CL 17 - KR 110  02;28/02/2023;2023;Febrero;28;martes;14;39;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10588741;A001520001;-74,12301344;4,693949425;KR 98 - CL 63  02;13/03/2023;2023;Marzo;13;lunes;20;9;ENGATIVA;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10588748;A001568406;-74,10321204;4,581856791;CL 22 S- KR 18 C 02;13/03/2023;2023;Marzo;13;lunes;5;30;PUENTE ARANDA;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;;;;SI;;SI;;;SI;;;;;
