Categoría,ID Producto,Costo estimado,ISBN,Título,Autor,Calificaciones,Unidades Restantes,Descuento,Precio Anterior,Precio Actual
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",54072616,6900.705,9789585165212,Infocracia,Byung-Chul Han,18,66,25%dcto.,$ 42.000,$ 31.500
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",54240824,19370.952380952,9788466671668,El Capital en la era del Antropoceno,"Saito, Kohei",6,100+,50%dcto.,$ 176.847,$ 88.424
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",53142999,10186.755,9789585457508,Cómo evitar un desastre climático,Bill Gates,14,4,25%dcto.,$ 62.000,$ 46.500
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",53885611,9814.336,9786075573410,¡Está Vivo!: de Las Neuronas Y Los Narvales a Los Hongos Que Nos Rodean,"Bloom, Molly",2,18,30%dcto.,$ 64.000,$ 44.800
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",55588073,13109.170707,9781400337057,"Apaga el Celular y Enciende tu Cerebro: Manipulación, Control y Destrucción del ser Humano","Muñoz Iturrieta, Pablo",16,Queda 1 unidad,,,$ 59.840
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",53322302,9365.2425,9788418187124,"El Libro de la Luna: Historias, Mitos Y Leyendas / The Book about the Moon: Hist Ory, Myths, and Legends","Kebe, Fatoumata ; López Muñoz, Regina",4,Queda 1 unidad,25%dcto.,$ 57.000,$ 42.750
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",54212570,27109.9125,9780241582404,La Ciencia de la Nutricion,LambertRhiannon,1,8,,,$ 123.750
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",55827501,18248.531,9788419785220,Pequeño Libro de Chanel por Lagerfeld,Baxter-Wright Emma,Calificaciones no disponibles,7,15%dcto.,$ 98.000,$ 83.300
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",53946002,13637.1075,9789585581876,El Hambre,Martin Caparros,3,5,25%dcto.,$ 83.000,$ 62.250
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",53285214,12979.8975,9789585132245,El Código de la Vida,Walter Isaacson,7,15,25%dcto.,$ 79.000,$ 59.250
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",55745831,28471.43255,9786280111247,Descubra el Verdadero Poder de Power bi con dax,Pedro Nel Pérez Amaya,1,6,15%dcto.,$ 152.900,$ 129.965
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",52005894,112648.84406977,9781119499831,Construction Project Scheduling and Control (en Inglés),"Mubarak, Saleh A.",Calificaciones no disponibles,100,50%dcto.,$ 1.028.428,$ 514.214
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",1986404,118294.63825581,9780471732792,Corrosion and Corrosion Control: An Introduction to Corrosion Science and Engineering (en Inglés),"Revie, R. Winston",Calificaciones no disponibles,100,50%dcto.,$ 1.079.971,$ 539.986
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",51442512,30514.755461538,9788428340939,Gestión de la Calidad y de la Seguridad e Higiene Alimentarias 2ª Edición 2019,José Luis Armendáriz Sanz,Calificaciones no disponibles,6,55%dcto.,$ 309.538,$ 139.292
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",54324680,28917.373372093,9781119983651,"Design Thinking and Innovation Metrics: Powerful Tools to Manage Creativity, Okrs, Product, and Business Success (en Inglés)","Lewrick, Michael",Calificaciones no disponibles,100,50%dcto.,$ 264.001,$ 132.001
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",50648414,24112.380952381,9788416601806,Próxima Estación: Futuro,Ranga Yogeshwar,6,25,50%dcto.,$ 220.134,$ 110.067
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",56144074,20571.226190476,9789878272177,La Vida Espectral,Eric Sadin,1,100+,50%dcto.,$ 187.805,$ 93.903
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",46305595,23804.929384615,9788494058226,"Plagas y Enfermedades en Hortalizas y Frutales Ecológicos: Prevenir, Identificar y Tratar con Métodos Ecológicos (Guías Para la Fertilidad de la Tierra)","Xavi Fontanet I Roig,Andreu Vila Pascual",2,53,55%dcto.,$ 241.475,$ 108.664
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",51435289,21205.976,9789587717327,"Diseño y construcción de alcantarillados de aguas residuales, pluvial y drenajes en carreteras - 2da edición",Rafael Pérez Carmona,1,12,20%dcto.,$ 121.000,$ 96.800
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",9160781,108884.98127907,9780471059653,Soil Physics (en Inglés),William A. July & Robert Horton,Calificaciones no disponibles,100,50%dcto.,$ 994.066,$ 497.033
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",52446248,15477.41,9789585268944,"Scrum las Estrategias del Juego: Es Póker, no Ajedrez","Schwartz, Fabian ; Romero, Maryem",7,100+,50%dcto.,$ 141.301,$ 70.651
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",46572326,51312.828461538,9783659057977,Facilitando la transferencia de biotecnología,Ramos Alberto Nicolas,Calificaciones no disponibles,48,55%dcto.,$ 520.512,$ 234.230
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",52351199,19590.3945,9788412150902,Introduccion a la Programacion Orientada a Objetos,Yolanda Blanco Fernandez,Calificaciones no disponibles,13,55%dcto.,$ 198.723,$ 89.425
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",49001053,5033.57139,9789962897873,Diseño de Joyería Paso a Paso,Editorial Lexus,2,15,,,$ 22.977
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",52817955,70305.387674419,9781119515180,Soil Chemistry (en Inglés),Daniel G. Strawn; Hinrich L. Bohn; George A. O'connor,Calificaciones no disponibles,100,50%dcto.,$ 641.853,$ 320.927
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",53436385,15465.367,9783967160260,Design Thinking Para Principiantes: La Innovación Como Factor Para el Éxito Empresarial,"Langenfeld, Kilian",1,100+,50%dcto.,$ 141.191,$ 70.596
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",56197137,28859.467790698,9781998295005,"Keys to Soil Taxonomy (Thirteenth Edition, 2022) (en Inglés)",U S Dept of Agriculture,Calificaciones no disponibles,54,50%dcto.,$ 263.473,$ 131.736
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",37803673,21414.0925,9786071511447,Preparacion y Evaluacion de Proyectos,Nassir Sapag Chain; Reynaldo Sapag Chain; José Sapag Puelma,33,10,15%dcto.,$ 115.000,$ 97.750
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",47568770,35709.65,9789505532704,"Mantenimiento Industrial: Organizacion, Control y Gestion","Gonzalez Garcia, Raimundo Heber",3,68,50%dcto.,$ 326.011,$ 163.006
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",50659494,27709.045269231,9788416230464,El cielo de Colón: técnicas navales y astronómicas en el viaje del Descubrimiento,José Luis Comellas García-Llera,Calificaciones no disponibles,50,55%dcto.,$ 281.078,$ 126.485
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",39023799,17169.871031746,9789560100634,Temas de Ingenieria y Gestion de Transito,Rodrigo Fernandez,5,17,50%dcto.,$ 156.752,$ 78.376
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",52841715,10865.872,9789587718867,Energía solar fotovoltaica,Manuel Carlos Tobajas,3,25,20%dcto.,$ 62.000,$ 49.600
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",51946551,19365.788,9789587785418,Inteligencia de Negocios y Analítica de Datos una vision global de business inteligence & analytics 1 ed,Luis Joyanes Aguilar,4,100+,15%dcto.,$ 104.000,$ 88.400
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",51675899,23995.956461538,9788426727244,Arduino Para Principiantes: Aprendizaje Mediante Programación por Bloques Para Docentes y Toda la Familia,Erik Schernich,Calificaciones no disponibles,12,55%dcto.,$ 243.412,$ 109.536
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",55286190,11376.4694025,9789561710498,Procedimientos de Laboratorio Para la Investigacion en Metalurgia Extractiva,Fuenzalida Paz,Calificaciones no disponibles,100,15%dcto.,$ 61.095,$ 51.931
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",54242368,27339.936,9789585031142,"Pavimentos. Materiales, construcción y diseño - 2da edición",Hugo Alexander Rondón Quintana | Freddy Alberto Reyes Lizcano,3,4,20%dcto.,$ 156.000,$ 124.800
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",53678435,24401.889,9788413665061,Reglamento Electrotécnico Para Baja Tensión 5. ª Edición 2021,Pablo Alcalde San Miguel,Calificaciones no disponibles,28,55%dcto.,$ 247.530,$ 111.389
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",32386016,23649.719884615,9788431402990,Cálculo simplificado de estructuras de acero,Parker Harry,Calificaciones no disponibles,12,55%dcto.,$ 239.900,$ 107.955
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",50897693,15441.281,9788494886041,Big Data: Una Breve Introducción,"Holmes, Dawn E.",Calificaciones no disponibles,20,50%dcto.,$ 140.971,$ 70.486
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",51875601,11041.128,9789587717778,Topografía con AutoCAD CIVIL 3D,Jorge Luis Rodríguez González,5,20,20%dcto.,$ 63.000,$ 50.400
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",38187261,19696.5837,9788428329705,Ejercicios de Clase y Problemas de Examen Resueltos de Mecánica de Fluidos,Elena De Castro Hernández; Juan Manuel Fernández García,1,7,,,$ 89.910
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",53147055,27553.835769231,9788426731784,Proyectos de Instalaciones Eléctrica de Baja Tensión,M&Ordf; Asuncion Leon Blasco; Enrique Belenguer Balaguer,Calificaciones no disponibles,2,55%dcto.,$ 279.503,$ 125.776
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",50028928,36842.527384615,9788494689611,Procesos Básicos de Elaboración de Quesos,Antonio Madrid Vicente,Calificaciones no disponibles,3,55%dcto.,$ 373.727,$ 168.177
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",2931335,45223.840384615,9788472070219,Geotecnia y Cimientos ii: Mecanica del Suelo y de las Rocas (2ª e d. ),Varios Autores,1,3,55%dcto.,$ 458.746,$ 206.436
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",52980410,18006.44,9781950354313,The Rare Metals War: The Dark Side of Clean Energy and Digital Technologies (en Inglés),"Pitron, Guillaume ; Jacobsohn, Bianca",Calificaciones no disponibles,14,50%dcto.,$ 164.390,$ 82.195
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",3422630,35445.641884615,9788428215329,Manual de Cultivo de Hortalizas,Steve Ott,3,2,55%dcto.,$ 359.557,$ 161.801
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",52101877,10351.0575,9789585446823,El planeta inhóspito,David Wallace-Wells,7,7,25%dcto.,$ 63.000,$ 47.250
"Tecnología, Ingeniería, Agricultura, Procesos Industriales",53047143,32315.0157,9780241470251,Maravillas de la Arquitectura (en Inglés),Varios Autores,1,5,,,$ 147.510
Calificadores De Período De Tiempo,55707246,21450.588636364,9788433911001,Maniac,"Labatut, Benjamin",14,5,50%dcto.,$ 195.833,$ 97.917
Calificadores De Período De Tiempo,54052310,14622.9225,9789585121584,Roma soy yo,Santiago Posteguillo,40,64,25%dcto.,$ 89.000,$ 66.750
Calificadores De Período De Tiempo,29246437,11829.78,9788490322222,Dime Quién Soy / Tell Me Who I Am,Julia Navarro,51,34,25%dcto.,$ 72.000,$ 54.000
Calificadores De Período De Tiempo,46795679,6407.7975,9789584245182,Historia del tiempo,Stephen Hawking,36,100+,25%dcto.,$ 39.000,$ 29.250
Calificadores De Período De Tiempo,48267901,15125.03094,9788490609927,Hipatia: La Estremecedora Historia de la Ultima Gran Filosofa de la Antiguedad y la Fascinante Ciudad de Alejandria,Clelia Martinez Maza,7,3,55%dcto.,$ 153.428,$ 69.042
Calificadores De Período De Tiempo,49667100,9200.94,9789588925868,Persuasión,Jane Austen,19,12,25%dcto.,$ 56.000,$ 42.000
Calificadores De Período De Tiempo,53671407,11829.78,9788466356152,Los Buddenbrook,Thomas Mann,6,27,25%dcto.,$ 72.000,$ 54.000
Calificadores De Período De Tiempo,53085720,10515.36,9789585118416,Antología poética,Mario Benedetti,6,60,25%dcto.,$ 64.000,$ 48.000
Calificadores De Período De Tiempo,52957348,11336.8725,9789584287724,Colombia: Una Historia MÃ-Nima: Una Mirada Integral Al Pais,"Melo, Jorge",24,8,25%dcto.,$ 69.000,$ 51.750
Calificadores De Período De Tiempo,38340796,15531.069115385,9788408124788,La Limpieza Étnica de Palestina,Ilan Pappé,9,30,55%dcto.,$ 157.545,$ 70.895
Calificadores De Período De Tiempo,1703827,8600.857,9780812972825,Franklin and Winston: An Intimate Portrait of an Epic Friendship (en Inglés),"Meacham, Jon",1,9,50%dcto.,$ 78.522,$ 39.261
Calificadores De Período De Tiempo,53789306,10679.6625,9786287507456,Paraíso,Abdulrazak Gurnah,11,24,25%dcto.,$ 65.000,$ 48.750
Calificadores De Período De Tiempo,41783662,40161.622846154,9788498926996,"Trilogía Eras: La era de la Revolución, 1789-1848; La era del Capital, 1848-1875; La era del Imperio, 1875-1914",Eric Hobsbawm,22,30,55%dcto.,$ 407.395,$ 183.328
Calificadores De Período De Tiempo,54057206,16533.961269231,9788466358736,La Hermana Perdida / The Missing Sister,"Riley, Lucinda",3,30,55%dcto.,$ 167.719,$ 75.473
Calificadores De Período De Tiempo,54508525,15041.562230769,9788418933547,Mendel El de Los Libros,"Zweig, Stefan ; Hernández Rodilla, Itziar ; Pallarès, Marc",4,2,55%dcto.,$ 152.580,$ 68.661
Calificadores De Período De Tiempo,42922824,12912.20487,9786070721786,Los Hornos de Hitler / Five Chimneys,"Lengyel, Olga",24,3,,,$ 58.941
Calificadores De Período De Tiempo,54354391,13418.057,9786073820226,Imparables. Diario de Cómo Conquistamos la Tierra / Unstoppable Us: How Humans T Ook Over The World,Noah Harari Yuval,2,15,50%dcto.,$ 122.500,$ 61.250
Calificadores De Período De Tiempo,52829985,16200.2265,9788491819592,Meditaciones,Marco Aurelio,4,2,15%dcto.,$ 87.000,$ 73.950
Calificadores De Período De Tiempo,53000609,24139.226769231,9788414021972,La Extraordinaria Familia Appenzell,Benjamin Lacombe,10,21,55%dcto.,$ 244.866,$ 110.190
Calificadores De Período De Tiempo,48869634,18310.768404762,9786070743351,Jane Eyre,"Brontë, Charlotte",3,100+,50%dcto.,$ 167.168,$ 83.584
Calificadores De Período De Tiempo,28854929,21285.759807692,9788446037996,Ciudades Rebeldes: Del Derecho de la Ciudad a la Revolución Urbana,David Harvey,10,Queda 1 unidad,55%dcto.,$ 215.920,$ 97.164
Calificadores De Período De Tiempo,46794075,33654.763038462,9788446042327,La Construcción del Capitalismo Global: La Economía Política del Imperio Estadounidense,"Leo Panitch,Sam Gindin",Calificaciones no disponibles,7,55%dcto.,$ 341.390,$ 153.626
Calificadores De Período De Tiempo,996594,16709.838636364,9788477652328,Cisnes Salvajes,"Chang, Jung",16,7,50%dcto.,$ 152.553,$ 76.276
Calificadores De Período De Tiempo,52298553,24772.003961538,9788417910143,Persépolis,Marjane Satrapi,94,30,55%dcto.,$ 251.285,$ 113.078
Calificadores De Período De Tiempo,46791005,25691.321769231,9788490661697,Archipiélago Gulag i,Aleksandr Solzhenitsyn,20,30,55%dcto.,$ 260.610,$ 117.274
Calificadores De Período De Tiempo,46436805,18026.360307692,9788408136538,La Conquista de México,Hugh Thomas,9,Queda 1 unidad,55%dcto.,$ 182.857,$ 82.286
Calificadores De Período De Tiempo,26337831,12979.8975,9788430601257,¿Qué estás mirando?,Will Gompertz,9,8,25%dcto.,$ 79.000,$ 59.250
Calificadores De Período De Tiempo,53210968,21285.759807692,9788432320095,El Origen del Capitalismo: Una Mirada de Largo Plazo,Ellen Meiksins Wood,2,10,55%dcto.,$ 215.920,$ 97.164
Calificadores De Período De Tiempo,1652484,10839.494183673,9780141439518,Pride and Prejudice (en Inglés),Jane Austen,1,Queda 1 unidad,,,$ 49.480
Calificadores De Período De Tiempo,52407224,13472.805,9788498389937,La Trenza O El Viaje de Lalita / The Braid or Lalita's Journey,"Colombani, Laetitia ; Pollet, Clemence",1,45,25%dcto.,$ 82.000,$ 61.500
Calificadores De Período De Tiempo,14333785,22014.050538462,9788426420787,La amiga estupenda (Dos amigas 1),Elena Ferrante,9,29,55%dcto.,$ 223.308,$ 100.489
Calificadores De Período De Tiempo,32151333,4929.075,9788415089452,Frankenstein,Mary Shelley,6,100+,25%dcto.,$ 30.000,$ 22.500
Calificadores De Período De Tiempo,4204096,31123.654269231,9788487403958,El Santo Grial: Historia de una Leyenda,Richard W. Barber,Calificaciones no disponibles,10,55%dcto.,$ 315.715,$ 142.072
Calificadores De Período De Tiempo,3305500,22873.672384615,9788479146757,"Génesis, Estructura y Crisis de la Modernidad",Carlos Valverde Mucientes,1,2,55%dcto.,$ 232.028,$ 104.413
Calificadores De Período De Tiempo,52394633,62714.757115385,9788446048749,La Destrucción de los Judíos Europeos,Raul Hilberg,Calificaciones no disponibles,8,55%dcto.,$ 636.172,$ 286.277
Calificadores De Período De Tiempo,48609213,6127.82604,9788494653179,La casa en el confín de la tierra,William Hope Hodgson,4,2,,,$ 27.972
Calificadores De Período De Tiempo,52298573,17183.913636364,9788490709535,Los Medici. La Decadencia de una Familia (Los Médici 4),Matteo Strukul,Calificaciones no disponibles,68,50%dcto.,$ 156.881,$ 78.440
Calificadores De Período De Tiempo,46415705,10241.5225,9788446041641,Qué Hacer?,Ulianov Lenin Vladimir Llich,1,5,15%dcto.,$ 55.000,$ 46.750
Calificadores De Período De Tiempo,53281219,21321.577384615,9788430623822,Mision Economia: Una Carrera Espacial Para Cambiar el Capitalismo,Mariana Mazzucato,2,30,55%dcto.,$ 216.284,$ 97.328
Calificadores De Período De Tiempo,54634832,27076.268076923,9788491995265,La Caida de Robespierre,Colin Jones,1,30,55%dcto.,$ 274.659,$ 123.596
Calificadores De Período De Tiempo,1660953,9817.2,9780141439792,Northanger Abbey (Penguin Classics) (en Inglés),"Austen, Jane ; Butler, Marilyn ; Butler, Marilyn",Calificaciones no disponibles,Queda 1 unidad,50%dcto.,$ 89.626,$ 44.813
Calificadores De Período De Tiempo,1260215,16533.961269231,9788496778603,Los masones,Jasper Ridley,8,30,55%dcto.,$ 167.719,$ 75.473
Calificadores De Período De Tiempo,47306191,31123.654269231,9788493291938,Año 303: Inventan el Cristianismo,Fernando Conde Torrens,24,10,55%dcto.,$ 315.715,$ 142.072
Calificadores De Período De Tiempo,53133313,25452.537923077,9788466352444,José y sus hermanos,Thomas Mann,6,30,55%dcto.,$ 258.188,$ 116.184
Calificadores De Período De Tiempo,53701020,14951.5275,9788420439709,Martí en su universo,"Martí, José",7,33,25%dcto.,$ 91.000,$ 68.250
Calificadores De Período De Tiempo,54519991,30037.397,9781595694393,La Horo 25 (en Esperanto),Constantin Virgil Gheorghiu,2,50,50%dcto.,$ 274.226,$ 137.113
Calificadores De Período De Tiempo,47284994,17704.002115385,9788408150213,La Segunda Guerra Mundial Contada Para Escépticos,Juan Eslava Galán,3,28,55%dcto.,$ 179.587,$ 80.814
Calificadores De Período De Tiempo,27729440,25524.173076923,9788446037279,Comprender el Pasado,Varios Autores,1,Queda 1 unidad,55%dcto.,$ 258.914,$ 116.511
Calificadores De Período De Tiempo,48175089,19112.826807692,9788449333316,La Edad Media Explicada a los Jóvenes,Jacques Le Goff,Calificaciones no disponibles,30,55%dcto.,$ 193.878,$ 87.245
Calificadores De Período De Tiempo,48127398,26276.342192308,9788491340539,El Fascismo de los Italianos,Patrizia Dogliani,1,Queda 1 unidad,55%dcto.,$ 266.544,$ 119.945
Calificadores De Lengua,2877978,12193.020190476,9788493442606,Pedro Paramo,"Rulfo, Juan",16,100+,50%dcto.,$ 111.316,$ 55.658
Calificadores De Lengua,28069655,13947.09155,9788415689485,Libro del Desasosiego,Fernando Pessoa,3,49,15%dcto.,$ 74.900,$ 63.665
Calificadores De Lengua,53598840,8316.33534,9789585579996,La Muerte Feliz,Albert Camus,3,Queda 1 unidad,,,$ 37.962
Calificadores De Lengua,37801666,14530.9131,9788433977366,NADA Se Opone a la Noche,"De Vigan, Delphine ; Duran, Juan Carlos",10,68,,,$ 66.330
Calificadores De Lengua,52990443,6953.2818,9789585564831,¿Por qué Todos Saben Inglés Menos yo?,Alejo Lopera,107,10,40%dcto.,$ 52.900,$ 31.740
Calificadores De Lengua,1782530,15615.3096,9788433920423,La Conjura de los Necios,John Kennedy Toole,20,19,,,$ 71.280
Calificadores De Lengua,29246437,11829.78,9788490322222,Dime Quién Soy / Tell Me Who I Am,Julia Navarro,51,34,25%dcto.,$ 72.000,$ 54.000
Calificadores De Lengua,27070833,17317.4835,9788484288442,Anna Karénina,Lev Nikolaevi Tolstoi,47,100+,15%dcto.,$ 93.000,$ 79.050
Calificadores De Lengua,36720173,38955.764423077,9788484289210,Los Hermanos Karamázov,Fiodor Dostoievski,32,5,55%dcto.,$ 395.163,$ 177.823
Calificadores De Lengua,35974623,12084.99655,9788415689928,"Utilidad de Lo Inútil, La","Ordine, Nuccio",35,50,15%dcto.,$ 64.900,$ 55.165
Calificadores De Lengua,27340130,12362.1201,9788433977151,El adversario,Emmanuel Carrère,29,60,,,$ 56.430
Calificadores De Lengua,2518322,13880.2752,9788433914699,La senda del perdedor,Charles Bukowski,40,5,,,$ 63.360
Calificadores De Lengua,1240925,12362.1201,9788433920669,De qué hablamos cuando hablamos de amor,Raymond Carver,7,6,,,$ 56.430
Calificadores De Lengua,53322222,12979.8975,9781644733868,"Biblia Reina Valera 1960 Letra Grande. Tapa Dura, León de Judá, Tamaño Manual",Reina Valera Revisada 1960,20,100+,25%dcto.,$ 79.000,$ 59.250
Calificadores De Lengua,1027825,11712.57755,9788495359476,Carta de Una Desconocida,"Zweig, Stefan",11,2,15%dcto.,$ 62.900,$ 53.465
Calificadores De Lengua,18073928,46533.75405,9788415689157,Novelas,Stefan Zweig,17,11,15%dcto.,$ 249.900,$ 212.415
Calificadores De Lengua,53976546,6309.216,9789585191716,Necesito Help en Inglés,Alejo Lopera,21,25,40%dcto.,$ 48.000,$ 28.800
Calificadores De Lengua,1359302,12795.8787,9788433967558,La era del vacío,Gilles Lipovetsky,17,Queda 1 unidad,,,$ 58.410
Calificadores De Lengua,46308483,15125.136576923,9788439729396,Esto es agua,David Foster Wallace,3,30,55%dcto.,$ 153.428,$ 69.042
Calificadores De Lengua,1027431,12795.8787,9788433967497,Océano mar,Alessandro Baricco,9,7,,,$ 58.410
Calificadores De Lengua,1027344,12795.8787,9788433966667,El lector,Bernhard Schlink,22,16,,,$ 58.410
Calificadores De Lengua,6175024,8360.80655,9788435019361,Tropico de Capricornio,Henry Miller,2,2,15%dcto.,$ 44.900,$ 38.165
Calificadores De Lengua,1027420,14097.1545,9788433920997,Mujeres,Charles Bukowski,14,19,,,$ 64.350
Calificadores De Lengua,1027303,12362.1201,9788433920638,Cartero,Charles Bukowski,26,13,,,$ 56.430
Calificadores De Lengua,2617574,12362.1201,9788433920447,La máquina de follar,Charles Bukowski,19,13,,,$ 56.430
Calificadores De Lengua,3270089,21046.975961538,9788484285526,Pobre gente,Fiódor M. Dostoyevski,Calificaciones no disponibles,4,55%dcto.,$ 213.498,$ 96.074
Calificadores De Lengua,52797051,24268.8,9780825458842,Biblia Devocional Mujer Verdadera Nbla - Tapa Dura,"Aviva Nuestros Corazones ; DeMoss Wolgemuth, Nancy",1,100+,50%dcto.,$ 221.562,$ 110.781
Calificadores De Lengua,46705083,13644.676730769,9788492892952,Maria,Jorge Isaacs,8,3,55%dcto.,$ 138.410,$ 62.285
Calificadores De Lengua,1272401,14314.0338,9788433972743,Nunca me Abandones,Kazuo Ishiguro,1,7,,,$ 65.340
Calificadores De Lengua,2890618,15017.683846154,9788496834903,Mendel el de los Libros,Stefan Zweig,9,100,55%dcto.,$ 152.338,$ 68.552
Calificadores De Lengua,4270618,28508.971153846,9788484286158,Humillados y Ofendidos,Fiódor M. Dostoyevski,2,3,55%dcto.,$ 289.192,$ 130.136
Calificadores De Lengua,17946966,14919.4030752,9788499899619,El Temor de Un Hombre Sabio / The Wise Man's Fear,"Rothfuss, Patrick",107,23,15%dcto.,$ 80.122,$ 68.103
Calificadores De Lengua,46671311,20629.104230769,9788416440047,Noches Blancas,"Dostoievski, Fiodor",11,27,55%dcto.,$ 209.259,$ 94.167
Calificadores De Lengua,2663694,15680.494102041,9788476455364,Gramática Castellana (Curso de Formacion Ministerial: Estudio Biblico),"Coto, Jorge",Calificaciones no disponibles,2,,,$ 71.578
Calificadores De Lengua,14871294,16709.838636364,9788433976994,Middlesex,"Eugenides, Jeffrey ; Ibanez, Benito Gomez",11,4,50%dcto.,$ 152.553,$ 76.276
Calificadores De Lengua,2393310,18062.177884615,9788475222752,Poesía Vertical: Antología: 275 (Visor de Poesía),Roberto Juarroz,6,50,55%dcto.,$ 183.221,$ 82.449
Calificadores De Lengua,54456810,33987.501,9781496442888,Biblia Inspira Ntv: La Biblia que Inspira tu Creatividad,Tyndale,4,2,50%dcto.,$ 310.289,$ 155.144
Calificadores De Lengua,1249773,3943.26,9789706076793,Diccionario Basico Frances-Espanol,Larousse,6,18,25%dcto.,$ 24.000,$ 18.000
Calificadores De Lengua,6989897,11928.3615,9788433976871,Shakespeare Nunca Lo Hizo,"Bukowski, Charles",6,10,,,$ 54.450
Calificadores De Lengua,46488438,12844.750846154,9788492892631,Frankenstein,Mary W. Shelley; Mary Shelley,6,Queda 1 unidad,55%dcto.,$ 130.296,$ 58.633
Calificadores De Lengua,1359440,12912.20487,9788433920577,Catedral,"Carver, Raymond",11,3,,,$ 58.941
Calificadores De Lengua,1270723,12795.8787,9788433914552,"Erecciones, Eyaculaciones, Exhibiciones","Bukowski, Charles",9,51,,,$ 58.410
Calificadores De Lengua,29390145,12474.50301,9788433977199,Metafísica de los tubos,Amelie Nothomb,4,3,,,$ 56.943
Calificadores De Lengua,48934693,10022.4525,9789588925769,Emma,Jane Austen,21,61,25%dcto.,$ 61.000,$ 45.750
Calificadores De Lengua,17946981,11336.8725,9788499899800,La Caída de Los Gigantes / Fall of Giants,"Follett, Ken",23,38,25%dcto.,$ 69.000,$ 51.750
Calificadores De Lengua,51484251,9365.2425,9789585496460,Memorias de Un Hijueputa / Memoirs of a Son of a Bitch,"Vallejo, Fernando",49,50,25%dcto.,$ 57.000,$ 42.750
Calificadores De Lengua,46670771,16757.144904762,9788491040255,Confesiones de una Máscara,Yukio Mishima,8,23,50%dcto.,$ 152.984,$ 76.492
Calificadores De Lengua,14868636,12084.99655,9788435019651,Nexus,Henry Miller,3,13,15%dcto.,$ 64.900,$ 55.165
Calificadores De Lengua,51466543,29447.29,9781108586627,English Grammar in use Book With Answers and Interactive Ebook: A Self-Study Reference and Practice Book for Intermediate Learners of English (en Inglés),"Murphy, Raymond",5,100+,50%dcto.,$ 268.839,$ 134.420
Calificadores De Lengua,26173711,16533.961269231,9788490323632,El Libro de las Almas (Biblioteca de los Muertos 2),Glenn Cooper,6,28,55%dcto.,$ 167.719,$ 75.473
Calificadores De Lugar,51995712,9693.8475,9789584281623,Que Viva la Música!,Andrés Caicedo,26,39,25%dcto.,$ 59.000,$ 44.250
Calificadores De Lugar,53435378,16124.8116525,9789974878068,Valentía,"Torres, Kelbin",10,100,15%dcto.,$ 86.595,$ 73.606
Calificadores De Lugar,54072605,9036.6375,9789585127579,El gato que amaba los libros,Sosuke Natsukawa,28,67,25%dcto.,$ 55.000,$ 41.250
